EGID	GDEKT	GGDENR	GGDENAME	EGRID	LGBKR	LPARZ	LPARZSX	LTYP	GEBNR	GBEZ	GKODE	GKODN	GKSCE	GSTAT	GKAT	GKLAS	GBAUJ	GBAUM	GBAUP	GABBJ	GAREA	GVOL	GVOLNORM	GVOLSCE	GASTW	GANZWHG	GAZZI	GSCHUTZR	GEBF	GWAERZH1	GENH1	GWAERSCEH1	GWAERDATH1	GWAERZH2	GENH2	GWAERSCEH2	GWAERDATH2	GWAERZW1	GENW1	GWAERSCEW1	GWAERDATW1	GWAERZW2	GENW2	GWAERSCEW2	GWAERDATW2	GEXPDAT
1753972	BE	371	Biel/Bienne	CH959246143597	0	6150					2585892.138	1221914.236	901	1004	1030	1110			8011		130				3	1				7434	7520	855	2025-09-16					7630	7520	864	2019-01-09					2026-04-25
1753973	BE	371	Biel/Bienne	CH187346351217	0	6978					2585995.773	1222050.246	901	1004	1020	1110			8012		121				2	1				7410	7598	870	2025-08-01					7610	7598	870	2025-08-01					2026-04-25
1753974	BE	371	Biel/Bienne	CH213529461049	0	3956					2586010.545	1222065.037	901	1004	1020	1110			8012		112				2	1			175	7410	7501	864	2025-08-28	7400	7500	869	2019-11-30	7610	7501	864	2025-08-28	7600	7500	869	2019-11-30	2026-04-25
1753975	BE	371	Biel/Bienne	CH194612733558	0	6979					2586026.135	1222083.205	901	1004	1020	1110			8012		164				2	1				7434	7520	855	2025-09-16					7634	7520	864	2019-01-09	7600	7500	860	2001-11-29	2026-04-25
1753976	BE	371	Biel/Bienne	CH161246354052	0	9336				Heilpädagogische Tagesschule	2586065.409	1222136.884	901	1004	1040	1263			8015		3980				2	1				7434	7520	855	2025-09-16					7630	7520	864	2019-01-09	7600	7500	860	2001-11-29	2026-04-25
1753977	BE	371	Biel/Bienne	CH456746133572	0	9096					2585905.241	1221999.652	901	1004	1020	1122			8014		216				3	6				7432	7530	855	2025-09-16					7632	7530	855	2021-01-26	7600	7500	860	2001-11-29	2026-04-25
1753978	BE	371	Biel/Bienne	CH551646183542	0	3556					2585925.861	1222015.27	901	1004	1020	1122			8014		336				3	10	10			7432	7530	855	2025-09-16					7632	7530	855	2021-01-26	7600	7500	860	2001-11-29	2026-04-25
1753979	BE	371	Biel/Bienne	CH994610803574	0	8245					2585948.056	1222033.238	901	1004	1020	1122			8013		266				3	10			759	7410	7501	869	2025-08-18	7400	7500	869	2025-08-18	7610	7501	869	2025-08-18	7600	7500	860	2001-11-29	2026-04-25
1753980	BE	371	Biel/Bienne	CH361246354081	0	3952					2585972.136	1222201.131	901	1004	1040	1271			8011		369				3	1	1			7430	7541	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1753981	BE	371	Biel/Bienne	CH713512461230	0	3557					2585950.093	1222056.107	901	1004	1020	1122			8012		269				3	4				7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1753982	BE	371	Biel/Bienne	CH594612063526	0	7336					2585864.255	1222129.127	901	1004	1020	1110			8013		124				2	1			198	7432	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1753983	BE	371	Biel/Bienne	CH354246113511	0	7679					2585898.763	1222106.377	901	1004	1020	1110			8013		121				3	1				7432	7530	855	2025-09-16					7632	7530	855	2021-01-26	7600	7500	860	2001-11-29	2026-04-25
1753984	BE	371	Biel/Bienne	CH643546128925	0	7062					2585848.453	1222111.255	901	1004	1020	1110			8013		135				2	1			187	7410	7501	864	2025-08-28					7610	7501	864	2025-08-28					2026-04-25
1753985	BE	371	Biel/Bienne	CH634612358946	0	7061					2585878.277	1222089.361	901	1004	1020	1110			8012		135				1	1				7430	7530	860	2001-11-29					7610	7598	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1753986	BE	371	Biel/Bienne	CH401235864685	0	7131					2585833.805	1222094.999	901	1004	1020	1110			8012		91				2	1				7410	7598	870	2025-08-01					7610	7598	870	2025-08-01	7600	7500	860	2001-11-29	2026-04-25
1753987	BE	371	Biel/Bienne	CH621289463582	0	7060					2585862.183	1222078.407	901	1004	1020	1110			8013		75				2	1				7436	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1753988	BE	371	Biel/Bienne	CH854946173522	0	7056					2585812.7	1222087.174	901	1004	1020	1110			8012		103				2	1				7434	7520	855	2025-09-16					7630	7520	864	2019-01-15					2026-04-25
1753989	BE	371	Biel/Bienne	CH358646123581	0	7120					2585842.726	1222063.856	901	1004	1020	1110			8012		120				2	1				7432	7530	864	2025-08-28					7632	7530	855	2021-01-26	7600	7500	860	2001-11-29	2026-04-25
1753990	BE	371	Biel/Bienne	CH394612943524	0	7243					2585820.626	1222048.71	901	1004	1020	1122			8014		192				3	5	1		542	7410	7501	864	2025-08-28					7610	7501	864	2025-08-28					2026-04-25
1753991	BE	371	Biel/Bienne	CH394612943524	0	7243					2585794.029	1222033.853	901	1004	1030	1122			8014		199				3	6	1		542	7410	7501	864	2025-08-28	7400	7500	869	2022-08-03	7610	7501	864	2025-08-28	7600	7500	869	2022-08-03	2026-04-25
1753992	BE	371	Biel/Bienne	CH343546129425	0	8938					2585780.565	1222003.964	901	1004	1020	1122			8014		193				3	5	1		542	7410	7501	864	2025-08-28					7610	7501	864	2025-08-28					2026-04-25
1753993	BE	371	Biel/Bienne	CH843546135486	0	9710					2585760.806	1222068.61	901	1004	1020	1110			8016		74				3	1				7431	7520	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1753994	BE	371	Biel/Bienne	CH357446103523	0	8960					2585743.43	1222008.996	901	1004	1020	1121			8014		179				3	2			329	7410	7501	864	2025-08-28	7400	7500	869	2024-12-04	7610	7501	864	2025-08-28					2026-04-25
1753995	BE	371	Biel/Bienne	CH794610213528	0	9711					2585757.101	1222063.779	901	1004	1020	1110			8016		73				3	1				7430	7520	860	2001-11-29					7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1753996	BE	371	Biel/Bienne	CH313542461290	0	9712					2585753.37	1222058.943	901	1004	1030	1110			8016		74				3	1				7432	7520	855	2025-09-16					7632	7520	855	2019-01-15	7600	7500	860	2001-11-29	2026-04-25
1753997	BE	371	Biel/Bienne	CH484246351966	0	3279					2585159.161	1221340.945	901	1004	1020	1121			8011		78				3	2				7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1753998	BE	371	Biel/Bienne	CH901235854615	0	3277					2585112.391	1221401.352	901	1004	1020	1121			8012		181				3	2			256	7434	7520	855	2025-09-16					7630	7520	864	2018-12-20	7600	7500	860	2001-11-29	2026-04-25
1753999	BE	371	Biel/Bienne	CH880646351929	0	6244					2585036.96	1221511.247	901	1004	1020	1110			8012		61				2	1				7434	7520	855	2025-09-16					7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754000	BE	371	Biel/Bienne	CH761246358594	0	3262					2584889.174	1221259.249	901	1004	1020	1121			8011		106				4	2				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16					2026-04-25
1754001	BE	371	Biel/Bienne	CH873512854638	0	3263					2584910.93	1221283.12	901	1004	1020	1110			8013		168				2	1			220	7410	7501	864	2025-08-28	7400	7500	869	2024-10-23	7610	7501	864	2025-08-28	7600	7500	869	2024-10-23	2026-04-25
1754002	BE	371	Biel/Bienne	CH888546351237	0	3265					2584934.577	1221298.507	901	1004	1020	1110			8013		164				2	1				7432	7530	855	2025-09-16					7632	7530	855	2021-02-02					2026-04-25
1754003	BE	371	Biel/Bienne	CH513507461444	0	6231					2584996.269	1221313.32	901	1004	1020	1110			8012		194				4	1				7434	7520	855	2025-09-16					7630	7520	864	2018-12-20	7600	7500	860	2001-11-29	2026-04-25
1754004	BE	371	Biel/Bienne	CH521407463524	0	6232					2585016.623	1221320.975	901	1004	1020	1110			8012		83				3	1				7434	7520	855	2025-09-16					7630	7520	864	2018-12-20	7600	7500	860	2001-11-29	2026-04-25
1754005	BE	371	Biel/Bienne	CH773514084691	0	6253					2585024.805	1221324.406	901	1004	1020	1110			8012		67				3	1			147	7410	7501	864	2025-08-28					7610	7501	864	2025-08-28					2026-04-25
1754006	BE	371	Biel/Bienne	CH373512424646	0	6004					2585050.56	1221320.585	901	1004	1020	1110			8012		102				4	1				7434	7530	855	2025-09-16					7630	7530	855	2021-02-02	7600	7500	860	2001-11-29	2026-04-25
1754007	BE	371	Biel/Bienne	CH813585461218	0	3268					2585068.2	1221326.316	901	1004	1020	1122			8011		157				6	5	1			7434	7520	855	2025-09-16					7634	7520	864	2018-12-20	7600	7500	860	2001-11-29	2026-04-25
1754008	BE	371	Biel/Bienne	CH213585461228	0	3311					2585085.333	1221292.539	901	1004	1030	1110			8014		140				2	1				7430	7542	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754009	BE	371	Biel/Bienne	CH821285463550	0	3269					2585075.763	1221331.62	901	1004	1020	1122			8012		175				4	4				7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754010	BE	371	Biel/Bienne	CH861246358560	0	3273					2585103.616	1221311.298	901	1004	1020	1122			8011		119				4	4				7432	7520	855	2025-09-16					7630	7520	864	2018-12-21	7600	7500	860	2001-11-29	2026-04-25
1754011	BE	371	Biel/Bienne	CH843546128558	0	3272					2585095.372	1221344.808	901	1004	1020	1122			8012		95				3	3				7432	7530	855	2025-09-16					7632	7530	855	2021-02-02	7600	7500	860	2001-11-29	2026-04-25
1754012	BE	371	Biel/Bienne	CH621225463576	0	6340					2585123.093	1221322.222	901	1004	1020	1122			8012		163				4	3	2			7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754013	BE	371	Biel/Bienne	CH973512854604	0	3274					2585085.488	1221377.983	901	1004	1020	1110			8013		97				2	1				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16					2026-04-25
1754014	BE	371	Biel/Bienne	CH952046123510	0	8567					2585100.344	1221388.831	901	1004	1020	1121			8013		119				3	2				7410	7501	864	2025-08-28					7620	7570	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1754015	BE	371	Biel/Bienne	CH687346351241	0	8063					2585141.098	1221334.535	901	1004	1020	1121			8013		148				2	2	1			7434	7530	855	2025-09-16					7630	7530	855	2021-02-04	7600	7500	860	2001-11-29	2026-04-25
1754016	BE	371	Biel/Bienne	CH994612853541	0	3276					2585117.185	1221362.963	901	1004	1020	1110			8013		140				2	1				7434	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754017	BE	371	Biel/Bienne	CH913585461281	0	3278					2585135.256	1221380.155	901	1004	1020	1110			8015		95				2	1				7434	7520	855	2025-09-16					7630	7520	864	2018-12-14	7600	7500	860	2001-11-29	2026-04-25
1754018	BE	371	Biel/Bienne	CH387446351021	0	9082					2585144.132	1221394.837	901	1004	1020	1122	1967		8014		212				4	5					7599	860	2001-11-29					7699	7599	860	2001-11-29					2026-04-25
1754019	BE	371	Biel/Bienne	CH813538461055	0	6569					2585165.229	1221379.635	901	1004	1030	1110			8012		100				3	1				7410	7501	864	2025-08-28	7400	7500	869	2023-03-01	7610	7501	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1754020	BE	371	Biel/Bienne	CH234610357817	0	3282					2585132.64	1221421.531	901	1004	1020	1122			8014		299				4	14				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754021	BE	371	Biel/Bienne	CH958546123501	0	3287					2585184.817	1221414.277	901	1004	1020	1122			8015		291				3	5				7432	7520	855	2025-09-16					7632	7520	864	2018-12-21	7600	7500	860	2001-11-29	2026-04-25
1754022	BE	371	Biel/Bienne	CH394618643560	0	3936					2586187.861	1221948.37	901	1004	1020	1121			8011		94				3	2				7432	7520	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754023	BE	371	Biel/Bienne	CH555346113534	0	3937					2586194.927	1221952.714	901	1004	1030	1121			8011		82				3	2				7430	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754024	BE	371	Biel/Bienne	CH334612358951	0	5585					2586208.904	1221961.295	901	1004	1020	1110			8012		70				2	1				7434	7520	855	2025-09-16					7630	7520	864	2019-02-04	7600	7500	860	2001-11-29	2026-04-25
1754025	BE	371	Biel/Bienne	CH694611533554	0	3942					2586220.228	1221972.26	901	1004	1020	1110			8012		70				2	1				7430	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754026	BE	371	Biel/Bienne	CH934612357753	0	6923					2586254.188	1222041.723	901	1004	1020	1110			8012		90				3	1				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754027	BE	371	Biel/Bienne	CH761246357705	0	6897					2586264.414	1222060.205	901	1004	1020	1121			8012		162				3	2				7432	7530	855	2025-09-16					7632	7530	855	2021-01-19	7600	7500	860	2001-11-29	2026-04-25
1754028	BE	371	Biel/Bienne	CH743546189366	0	8553					2586312.831	1222030.495	901	1004	1020	1110			8013		174				3	1			329	7410	7501	864	2025-08-28					7610	7501	864	2025-08-28					2026-04-25
1754029	BE	371	Biel/Bienne	CH361946354284	0	6898					2586290.105	1222055.926	901	1004	1060	1242	1949		8013		57				1					7400	7500	859	2019-02-11	7400	7500	859	2019-02-11	7600	7500	859	2019-02-11	7600	7500	859	2019-02-11	2026-04-25
1754030	BE	371	Biel/Bienne	CH121143463514	0	8922					2586325.23	1222059.73	901	1004	1020	1122			8015		257				3	12				7435	7520	855	2025-09-16	7400	7500	869	2023-06-05	7634	7520	869	2023-06-05	7600	7500	869	2023-06-05	2026-04-25
1754031	BE	371	Biel/Bienne	CH385946351137	0	8967					2586341.611	1222035.678	901	1004	1020	1122			8014		257				3	12				7435	7520	864	2025-08-28	7400	7500	860	2023-06-05	7634	7520	869	2023-06-05	7600	7500	860	2001-11-29	2026-04-25
1754032	BE	371	Biel/Bienne	CH413529461276	0	6324					2586324.419	1222111.858	901	1004	1020	1122			8012		146				3	3	3			7430	7520	857	2025-12-05	7400	7500	860	2001-11-29	7630	7520	857	2025-12-05	7600	7500	860	2001-11-29	2026-04-25
1754033	BE	371	Biel/Bienne	CH221822463577	0	4020					2586337.751	1222131.625	901	1004	1020	1110			8012		103				2	1				7410	7598	870	2025-08-01					7610	7598	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1754034	BE	371	Biel/Bienne	CH358946123597	0	5588					2586361.948	1222087.85	901	1004	1020	1110			8016		77				3	1				7434	7520	855	2025-09-16					7630	7520	864	2019-02-04	7600	7500	860	2001-11-29	2026-04-25
1754035	BE	371	Biel/Bienne	CH121143463514	0	8922					2586341.56	1222074.603	901	1004	1020	1122			8014		257				3	12				7435	7520	864	2025-08-28	7400	7500	860	2023-06-05	7634	7520	869	2023-06-05	7600	7500	860	2001-11-29	2026-04-25
1754036	BE	371	Biel/Bienne	CH385946351137	0	8967					2586358.854	1222049.478	901	1004	1020	1122			8014		258				3	12				7435	7520	864	2025-08-28	7400	7500	860	2023-06-05	7634	7520	869	2023-06-05	7600	7500	860	2001-11-29	2026-04-25
1754037	BE	371	Biel/Bienne	CH958546123501	0	3287					2585205.332	1221392.119	901	1004	1020	1122			8017		587				3	5				7434	7520	855	2025-09-16					7634	7520	864	2018-12-21					2026-04-25
1754038	BE	371	Biel/Bienne	CH901935914602	0	4021					2586356.358	1222141.014	901	1004	1020	1110			8012		103				3	1			251	7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754039	BE	371	Biel/Bienne	CH373519364601	0	9684					2586366.266	1222092.646	901	1004	1020	1110			8016		76				3	1				7430	7520	855	2025-09-16					7620	7570	864	2012-01-01	7600	7500	860	2001-11-29	2026-04-25
1754040	BE	371	Biel/Bienne	CH894611603562	0	8964					2586377.39	1222147.784	901	1004	1020	1122			8014		220				4	7				7430	7520	855	2025-09-16	7400	7500	860	2021-05-12	7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754041	BE	371	Biel/Bienne	CH473512894665	0	5591					2586378.701	1222107.766	901	1004	1020	1122			8012		129				3	3				7434	7530	855	2025-09-16					7630	7530	855	2021-01-19	7600	7500	860	2001-11-29	2026-04-25
1754042	BE	371	Biel/Bienne	CH834611356016	0	4028					2586393.898	1222166.871	901	1004	1020	1110			8012		72				3	1				7434	7530	855	2025-09-16					7634	7530	855	2021-01-19					2026-04-25
1754043	BE	371	Biel/Bienne	CH401235894676	0	5593					2586397.054	1222120.846	901	1004	1020	1122			8012		176				3	3				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754044	BE	371	Biel/Bienne	CH413589461221	0	5594					2586414.337	1222193.374	901	1004	1020	1121			8012		111				2	2	2			7410	7598	870	2025-08-01	7400	7500	860	2001-11-29	7610	7598	870	2025-08-01	7600	7500	860	2001-11-29	2026-04-25
1754045	BE	371	Biel/Bienne	CH843546116086	0	4029					2586398.827	1222220.484	901	1004	1020	1122			8012		149				3	3				7434	7520	855	2025-09-16					7630	7520	864	2019-02-05	7600	7500	860	2001-11-29	2026-04-25
1754046	BE	371	Biel/Bienne	CH886246351969	0	6323					2586436.478	1222212.314	901	1004	1020	1110			8012		189				2	1				7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754047	BE	371	Biel/Bienne	CH813560461150	0	4026					2586427.677	1222150.643	901	1004	1020	1110			8012		111				3	1				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754048	BE	371	Biel/Bienne	CH856046113534	0	4031					2586416.951	1222235.876	901	1004	1020	1121			8012		136				2	2	2			7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754049	BE	371	Biel/Bienne	CH861146356015	0	4032					2586431.883	1222246.902	901	1004	1020	1110			8012		78				4	1				7432	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754050	BE	371	Biel/Bienne	CH134618353621	0	4033					2586447.493	1222253.143	901	1004	1020	1110			8012		135				2	1				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754051	BE	371	Biel/Bienne	CH989746351861	0	4035					2586473.758	1222270.452	901	1004	1020	1121			8012		132				3	2				7432	7530	855	2025-09-16					7632	7530	855	2021-01-19	7600	7500	860	2001-11-29	2026-04-25
1754052	BE	371	Biel/Bienne	CH973511604688	0	4036					2586487.518	1222280.295	901	1004	1020	1122			8011		107				3	3				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754053	BE	371	Biel/Bienne	CH986046351197	0	4037					2586507.144	1222307.641	901	1004	1020	1122	1959		8013		200				3	3				7432	7530	855	2025-09-16					7632	7530	855	2021-01-19	7600	7500	860	2001-11-29	2026-04-25
1754054	BE	371	Biel/Bienne	CH921160463574	0	4044					2586448.857	1222174.138	901	1004	1020	1110			8013		261				2	1				7410	7501	871	2011-05-20	7420	7570	871	2011-05-20	7610	7501	871	2011-05-20	7620	7570	871	2011-05-20	2026-04-25
1754055	BE	371	Biel/Bienne	CH913560461116	0	4042					2586464.465	1222194.475	901	1004	1020	1121			8012		121				3	2				7430	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1754056	BE	371	Biel/Bienne	CH856946133576	0	9776					2586482.426	1222210.114	901	1004	1020	1122			8017		336				5	6	1			7434	7520	855	2025-09-16					7630	7520	864	2019-02-05	7600	7500	860	2001-11-29	2026-04-25
1754057	BE	371	Biel/Bienne	CH743546128691	0	5617					2586525.632	1222322.737	901	1004	1020	1110			8012		66				3	1				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754058	BE	371	Biel/Bienne	CH283646351905	0	4041					2586509.264	1222236.939	901	1004	1020	1121			8011		198				3	2				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754059	BE	371	Biel/Bienne	CH758646123542	0	5618					2586539.512	1222333.657	901	1004	1020	1110			8012		84				3	1			234	7410	7501	864	2025-08-28					7610	7501	864	2025-08-28					2026-04-25
1754060	BE	371	Biel/Bienne	CH601435334625	0	9386					2586530.679	1222266.96	901	1004	1020	1110			8015		106				2	1				7410	7501	864	2025-08-28	7430	7540	864	2019-01-23	7610	7501	864	2025-08-28	7630	7540	864	2019-01-23	2026-04-25
1754061	BE	371	Biel/Bienne	CH521839463516	0	6306					2586547.947	1222292.577	901	1004	1020	1110			8012		80				2	1				7434	7520	855	2025-09-16					7634	7520	864	2019-03-06	7600	7500	860	2001-11-29	2026-04-25
1754062	BE	371	Biel/Bienne	CH134612353675	0	6857					2586560.927	1222314.075	901	1004	1020	1122			8014		274				3	3			749	7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1754063	BE	371	Biel/Bienne	CH473512884668	0	3230					2584871.919	1221132.59	901	1004	1020	1110			8013		127				2	1				7434	7520	855	2025-09-16					7634	7520	864	2018-12-07	7600	7500	860	2001-11-29	2026-04-25
1754064	BE	371	Biel/Bienne	CH621407463587	0	6246					2584850.021	1221119.582	901	1004	1020	1110			8012		102				3	1				7410	7501	869	2016-08-31	7400	7500	860	2001-11-29	7610	7501	869	2016-08-31	7600	7500	860	2001-11-29	2026-04-25
1754065	BE	371	Biel/Bienne	CH488846351292	0	3231					2584879.568	1221160.92	901	1004	1020	1122	1929		8012		105				4	3				7410	7511	865	2025-10-29	7400	7500	857	2024-11-21	7610	7511	865	2025-10-29	7600	7500	860	2001-11-29	2026-04-25
1754066	BE	371	Biel/Bienne	CH643546140704	0	6248					2584863.404	1221149.093	901	1004	1020	1122			8012		93				3	3				7410	7598	865	2025-10-29	7400	7500	869	2023-04-24	7610	7598	865	2025-10-29	7600	7500	860	2001-11-29	2026-04-25
