EGID	EDID	EGAID	DEINR	ESID	STRNAME	STRNAMK	STRINDX	STRSP	STROFFIZIEL	DPLZ4	DPLZZ	DPLZNAME	DKODE	DKODN	DOFFADR	DEXPDAT
191920860	0	102895757	96i	10175981	Chemin du Long-Champ	Ch. du Long-Champ	Lon	9903	1	2504	0	Biel/Bienne	2588100.22	1222302.578	0	2026-04-25
191920860	0	102895757	96i	10175981	Längfeldweg	Längfeldweg	Län	9901	1	2504	0	Biel/Bienne	2588100.22	1222302.578	0	2026-04-25
191920874	0	102895777	64	10005610	Länggasse	Länggasse	Län	9901	1	2504	0	Biel/Bienne	2587633.486	1222267.06	0	2026-04-25
191920874	0	102895777	64	10005610	Longue-Rue	Longue-Rue	Lon	9903	1	2504	0	Biel/Bienne	2587633.486	1222267.06	0	2026-04-25
191921540	0	102896896	77	10005610	Länggasse	Länggasse	Län	9901	1	2504	0	Biel/Bienne	2587615.636	1222362.536	1	2026-04-25
191921540	0	102896896	77	10005610	Longue-Rue	Longue-Rue	Lon	9903	1	2504	0	Biel/Bienne	2587615.636	1222362.536	1	2026-04-25
191921542	0	102896898	8a	10181816	Leugenestrasse	Leugenestr.	Leu	9901	1	2504	0	Biel/Bienne	2588696.526	1223707.681	0	2026-04-25
191921542	0	102896898	8a	10181816	Rue de la Leugene	R. de la Leugene	Leu	9903	1	2504	0	Biel/Bienne	2588696.526	1223707.681	0	2026-04-25
191927425	0	102914896	2a	10181800	Rue du Lindenhof	R. du Lindenhof	Lin	9903	1	2504	0	Biel/Bienne	2588175.025	1221247.848	0	2026-04-25
191927425	0	102914896	2a	10181800	Lindenhofstrasse	Lindenhofstr.	Lin	9901	1	2504	0	Biel/Bienne	2588175.025	1221247.848	0	2026-04-25
191927426	0	102914897	65c	10005174	Chemin du Tilleul	Ch. du Tilleul	Til	9903	1	2503	0	Biel/Bienne	2586510.131	1220440.411	0	2026-04-25
191927426	0	102914897	65c	10005174	Lindenweg	Lindenweg	Lin	9901	1	2503	0	Biel/Bienne	2586510.131	1220440.411	0	2026-04-25
191927428	0	102914899	86	10005174	Chemin du Tilleul	Ch. du Tilleul	Til	9903	1	2503	0	Biel/Bienne	2586700.837	1220583.873	0	2026-04-25
191927428	0	102914899	86	10005174	Lindenweg	Lindenweg	Lin	9901	1	2503	0	Biel/Bienne	2586700.837	1220583.873	0	2026-04-25
191927515	0	102914987	67a	10089500	Löhrenweg	Löhrenweg	Löh	9901	1	2504	0	Biel/Bienne	2588258.993	1221350.482	0	2026-04-25
191927515	0	102914987	67a	10089500	Chemin du Mauchamp	Ch. du Mauchamp	Mau	9903	1	2504	0	Biel/Bienne	2588258.993	1221350.482	0	2026-04-25
191927520	0	102914991	59a	10089500	Chemin du Mauchamp	Ch. du Mauchamp	Mau	9903	1	2504	0	Biel/Bienne	2588278.107	1221453.883	0	2026-04-25
191927520	0	102914991	59a	10089500	Löhrenweg	Löhrenweg	Löh	9901	1	2504	0	Biel/Bienne	2588278.107	1221453.883	0	2026-04-25
191927524	0	102914995	5a	10160264	Dépôt locomotives CFF	Dépôt locomotives CFF	Loc	9903	1	2503	0	Biel/Bienne	2586237.836	1219918.634	0	2026-04-25
191927524	0	102914995	5a	10160264	Lokomotivdepot SBB	Lokomotivdepot SBB	Lok	9901	1	2503	0	Biel/Bienne	2586237.836	1219918.634	0	2026-04-25
191927526	0	102914997	5b	10160264	Dépôt locomotives CFF	Dépôt locomotives CFF	Loc	9903	1	2503	0	Biel/Bienne	2586229.226	1219904.569	0	2026-04-25
191927526	0	102914997	5b	10160264	Lokomotivdepot SBB	Lokomotivdepot SBB	Lok	9901	1	2503	0	Biel/Bienne	2586229.226	1219904.569	0	2026-04-25
191927527	0	102914998	5c	10160264	Dépôt locomotives CFF	Dépôt locomotives CFF	Loc	9903	1	2503	0	Biel/Bienne	2586233.823	1219901.065	0	2026-04-25
191927527	0	102914998	5c	10160264	Lokomotivdepot SBB	Lokomotivdepot SBB	Lok	9901	1	2503	0	Biel/Bienne	2586233.823	1219901.065	0	2026-04-25
191927528	0	102914999	14	10160264	Dépôt locomotives CFF	Dépôt locomotives CFF	Loc	9903	1	2503	0	Biel/Bienne	2586328.908	1219820.405	0	2026-04-25
191927528	0	102914999	14	10160264	Lokomotivdepot SBB	Lokomotivdepot SBB	Lok	9901	1	2503	0	Biel/Bienne	2586328.908	1219820.405	0	2026-04-25
191927531	0	102915003	17	10180316	Chemin Lore-Sandoz	Ch. Lore-Sandoz	Lor	9903	1	2503	0	Biel/Bienne	2586989.942	1220108.693	0	2026-04-25
191927531	0	102915003	17	10180316	Lore-Sandoz-Weg	Lore-Sandoz-Weg	Lor	9901	1	2503	0	Biel/Bienne	2586989.942	1220108.693	0	2026-04-25
191927555	0	102915027	17a	10180316	Chemin Lore-Sandoz	Ch. Lore-Sandoz	Lor	9903	1	2503	0	Biel/Bienne	2586992.837	1220110.304	0	2026-04-25
191927555	0	102915027	17a	10180316	Lore-Sandoz-Weg	Lore-Sandoz-Weg	Lor	9901	1	2503	0	Biel/Bienne	2586992.837	1220110.304	0	2026-04-25
191927587	0	102915059	17b	10180316	Chemin Lore-Sandoz	Ch. Lore-Sandoz	Lor	9903	1	2503	0	Biel/Bienne	2586995.735	1220111.915	0	2026-04-25
191927587	0	102915059	17b	10180316	Lore-Sandoz-Weg	Lore-Sandoz-Weg	Lor	9901	1	2503	0	Biel/Bienne	2586995.735	1220111.915	0	2026-04-25
191927630	0	102915102	17c	10180316	Lore-Sandoz-Weg	Lore-Sandoz-Weg	Lor	9901	1	2503	0	Biel/Bienne	2586998.584	1220113.614	0	2026-04-25
191927630	0	102915102	17c	10180316	Chemin Lore-Sandoz	Ch. Lore-Sandoz	Lor	9903	1	2503	0	Biel/Bienne	2586998.584	1220113.614	0	2026-04-25
191927634	0	102915106	17d	10180316	Lore-Sandoz-Weg	Lore-Sandoz-Weg	Lor	9901	1	2503	0	Biel/Bienne	2587001.481	1220115.226	0	2026-04-25
191927634	0	102915106	17d	10180316	Chemin Lore-Sandoz	Ch. Lore-Sandoz	Lor	9903	1	2503	0	Biel/Bienne	2587001.481	1220115.226	0	2026-04-25
191927635	0	102915107	17e	10180316	Lore-Sandoz-Weg	Lore-Sandoz-Weg	Lor	9901	1	2503	0	Biel/Bienne	2587004.377	1220116.84	0	2026-04-25
191927635	0	102915107	17e	10180316	Chemin Lore-Sandoz	Ch. Lore-Sandoz	Lor	9903	1	2503	0	Biel/Bienne	2587004.377	1220116.84	0	2026-04-25
191927637	0	102915110	76a	10180317	Rue de Madretsch	R. de Madretsch	Mad	9903	1	2503	0	Biel/Bienne	2586133.052	1220420.136	0	2026-04-25
191927637	0	102915110	76a	10180317	Madretschstrasse	Madretschstr.	Mad	9901	1	2503	0	Biel/Bienne	2586133.052	1220420.136	0	2026-04-25
191927638	0	102915111	141a	10180317	Madretschstrasse	Madretschstr.	Mad	9901	1	2503	0	Biel/Bienne	2586346.853	1220720.447	0	2026-04-25
191927638	0	102915111	141a	10180317	Rue de Madretsch	R. de Madretsch	Mad	9903	1	2503	0	Biel/Bienne	2586346.853	1220720.447	0	2026-04-25
191927641	0	102915114	137a	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2586186.287	1220750.994	0	2026-04-25
191927641	0	102915114	137a	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2586186.287	1220750.994	0	2026-04-25
191927642	0	102915115	36a	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2585612.46	1220298.956	0	2026-04-25
191927642	0	102915115	36a	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2585612.46	1220298.956	0	2026-04-25
191927668	0	102915141	165b	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2586467.102	1220885.263	0	2026-04-25
191927668	0	102915141	165b	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2586467.102	1220885.263	0	2026-04-25
191927671	0	102915144	165c	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2586500.182	1220927.368	0	2026-04-25
191927671	0	102915144	165c	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2586500.182	1220927.368	0	2026-04-25
191927726	0	102915199	90a	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2585978.818	1220528.589	0	2026-04-25
191927726	0	102915199	90a	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2585978.818	1220528.589	0	2026-04-25
191927727	0	102915200	8a	10063817	Chemin des Maçons	Ch. des Maçons	Maç	9903	1	2503	0	Biel/Bienne	2586068.248	1220317.923	0	2026-04-25
191927727	0	102915200	8a	10063817	Maurerweg	Maurerweg	Mau	9901	1	2503	0	Biel/Bienne	2586068.248	1220317.923	0	2026-04-25
191927728	0	102915201	8b	10063817	Chemin des Maçons	Ch. des Maçons	Maç	9903	1	2503	0	Biel/Bienne	2586073.218	1220311.33	0	2026-04-25
191927728	0	102915201	8b	10063817	Maurerweg	Maurerweg	Mau	9901	1	2503	0	Biel/Bienne	2586073.218	1220311.33	0	2026-04-25
191927729	0	102915202	12b	10005611	Chemin de Montménil	Ch. de Montménil	Mon	9903	1	2504	0	Biel/Bienne	2588054.41	1221592.632	0	2026-04-25
191927729	0	102915202	12b	10005611	Meinisbergweg	Meinisbergweg	Mei	9901	1	2504	0	Biel/Bienne	2588054.41	1221592.632	0	2026-04-25
191927730	0	102915203	80b	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2588295.9	1222306.538	0	2026-04-25
191927730	0	102915203	80b	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2588295.9	1222306.538	0	2026-04-25
191927731	0	102915204	80c	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2588306.502	1222303.402	0	2026-04-25
191927731	0	102915204	80c	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2588306.502	1222303.402	0	2026-04-25
191927732	0	102915205	80d	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2588314.572	1222307.927	0	2026-04-25
191927732	0	102915205	80d	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2588314.572	1222307.927	0	2026-04-25
191927733	0	102915206	84a	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2588332.936	1222342.409	0	2026-04-25
191927733	0	102915206	84a	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2588332.936	1222342.409	0	2026-04-25
191927735	0	102915208	139	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2589586.2	1223412.087	0	2026-04-25
191927735	0	102915208	139	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2589586.2	1223412.087	0	2026-04-25
191927748	0	102915222	98a	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2588385.212	1222410.399	0	2026-04-25
191927748	0	102915222	98a	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2588385.212	1222410.399	0	2026-04-25
191927750	0	102915224	2a	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2587525.568	1221627.249	0	2026-04-25
191927750	0	102915224	2a	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2587525.568	1221627.249	0	2026-04-25
191927752	0	102915226	71	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2588283.512	1222351.527	0	2026-04-25
191927752	0	102915226	71	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2588283.512	1222351.527	0	2026-04-25
191927756	0	102915230	66a	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2588119.321	1222176.441	0	2026-04-25
191927756	0	102915230	66a	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2588119.321	1222176.441	0	2026-04-25
191927758	0	102915232	83b	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2586989.695	1221186.234	0	2026-04-25
191927758	0	102915232	83b	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2586989.695	1221186.234	0	2026-04-25
191927761	0	102915235	1b	10181814	Mettstrasse	Mettstr.	Met	9901	1	2503	0	Biel/Bienne	2586447.445	1220789.649	0	2026-04-25
191927761	0	102915235	1b	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2503	0	Biel/Bienne	2586447.445	1220789.649	0	2026-04-25
191927808	0	102915283	99c	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587062.91	1221278.34	0	2026-04-25
191927808	0	102915283	99c	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587062.91	1221278.34	0	2026-04-25
191927810	0	102915285	99a	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587075.962	1221263.621	0	2026-04-25
191927810	0	102915285	99a	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587075.962	1221263.621	0	2026-04-25
191927818	0	102915293	115b	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587167.735	1221309.093	0	2026-04-25
191927818	0	102915293	115b	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587167.735	1221309.093	0	2026-04-25
191927820	0	102915296	115d	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587149.164	1221338.864	0	2026-04-25
191927820	0	102915296	115d	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587149.164	1221338.864	0	2026-04-25
191927822	0	102915298	147b	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587443.187	1221417.43	1	2026-04-25
191927822	0	102915298	147b	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587443.187	1221417.43	1	2026-04-25
191927823	0	102915299	1	10181814	Mettstrasse	Mettstr.	Met	9901	1	2503	0	Biel/Bienne	2586442.473	1220775.606	0	2026-04-25
191927823	0	102915299	1	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2503	0	Biel/Bienne	2586442.473	1220775.606	0	2026-04-25
191927825	0	102915301	27a	10103606	Rue du Milieu	R. du Milieu	Mil	9903	1	2502	0	Biel/Bienne	2585710.244	1221234.481	0	2026-04-25
191927825	0	102915301	27a	10103606	Mittelstrasse	Mittelstr.	Mit	9901	1	2502	0	Biel/Bienne	2585710.244	1221234.481	0	2026-04-25
191927826	0	102915302	37a	10103606	Rue du Milieu	R. du Milieu	Mil	9903	1	2502	0	Biel/Bienne	2585780.295	1221298.656	0	2026-04-25
191927826	0	102915302	37a	10103606	Mittelstrasse	Mittelstr.	Mit	9901	1	2502	0	Biel/Bienne	2585780.295	1221298.656	0	2026-04-25
191927827	0	102915303	14b	10103606	Rue du Milieu	R. du Milieu	Mil	9903	1	2502	0	Biel/Bienne	2585637.199	1221142.253	0	2026-04-25
191927827	0	102915303	14b	10103606	Mittelstrasse	Mittelstr.	Mit	9901	1	2502	0	Biel/Bienne	2585637.199	1221142.253	0	2026-04-25
191927829	0	102915305	127a	10175981	Chemin du Long-Champ	Ch. du Long-Champ	Lon	9903	1	2504	0	Biel/Bienne	2588983.569	1223018.631	0	2026-04-25
191927829	0	102915305	127a	10175981	Längfeldweg	Längfeldweg	Län	9901	1	2504	0	Biel/Bienne	2588983.569	1223018.631	0	2026-04-25
191927831	0	102915307	18b	10181808	Chemin du Montoz	Ch. du Montoz	Mon	9903	1	2504	0	Biel/Bienne	2587509.106	1221942.64	0	2026-04-25
191927831	0	102915307	18b	10181808	Montozweg	Montozweg	Mon	9901	1	2504	0	Biel/Bienne	2587509.106	1221942.64	0	2026-04-25
191927832	0	102915308	16a	10181808	Chemin du Montoz	Ch. du Montoz	Mon	9903	1	2504	0	Biel/Bienne	2587482.208	1221976.019	0	2026-04-25
191927832	0	102915308	16a	10181808	Montozweg	Montozweg	Mon	9901	1	2504	0	Biel/Bienne	2587482.208	1221976.019	0	2026-04-25
191927835	0	102915311	7a	10181808	Chemin du Montoz	Ch. du Montoz	Mon	9903	1	2504	0	Biel/Bienne	2587462.852	1222067.969	0	2026-04-25
191927835	0	102915311	7a	10181808	Montozweg	Montozweg	Mon	9901	1	2504	0	Biel/Bienne	2587462.852	1222067.969	0	2026-04-25
191927836	0	102915312	20a	10181808	Chemin du Montoz	Ch. du Montoz	Mon	9903	1	2504	0	Biel/Bienne	2587507.607	1221933.398	0	2026-04-25
191927836	0	102915312	20a	10181808	Montozweg	Montozweg	Mon	9901	1	2504	0	Biel/Bienne	2587507.607	1221933.398	0	2026-04-25
191927839	0	102915315	18a	10181808	Chemin du Montoz	Ch. du Montoz	Mon	9903	1	2504	0	Biel/Bienne	2587491.574	1221950.381	0	2026-04-25
191927839	0	102915315	18a	10181808	Montozweg	Montozweg	Mon	9901	1	2504	0	Biel/Bienne	2587491.574	1221950.381	0	2026-04-25
191927842	0	102915319	79b	10005178	Petit-Marais	Petit-Marais	Pet	9903	1	2503	0	Biel/Bienne	2586874.523	1219855.557	0	2026-04-25
191927842	0	102915319	79b	10005178	Mösliweg	Mösliweg	Mös	9901	1	2503	0	Biel/Bienne	2586874.523	1219855.557	0	2026-04-25
191927877	0	102915355	43b	10005613	Rue du Moulin	R. du Moulin	Mou	9903	1	2504	0	Biel/Bienne	2587235.627	1221755.81	0	2026-04-25
191927877	0	102915355	43b	10005613	Mühlestrasse	Mühlestr.	Müh	9901	1	2504	0	Biel/Bienne	2587235.627	1221755.81	0	2026-04-25
191927879	0	102915357	10c	10181787	Rue du Musée	R. du Musée	Mus	9903	1	2502	0	Biel/Bienne	2584935.293	1220700.06	0	2026-04-25
191927879	0	102915357	10c	10181787	Museumstrasse	Museumstr.	Mus	9901	1	2502	0	Biel/Bienne	2584935.293	1220700.06	0	2026-04-25
191927880	0	102915358	12a	10181787	Rue du Musée	R. du Musée	Mus	9903	1	2502	0	Biel/Bienne	2584957.798	1220695.94	0	2026-04-25
191927880	0	102915358	12a	10181787	Museumstrasse	Museumstr.	Mus	9901	1	2502	0	Biel/Bienne	2584957.798	1220695.94	0	2026-04-25
191928659	0	102916093	102b	10106384	Neuenburgstrasse	Neuenburgstr.	Neu	9901	1	2505	0	Biel/Bienne	2583677.351	1220143.377	0	2026-04-25
191928659	0	102916093	102b	10106384	Route de Neuchâtel	Rte de Neuchâtel	Neu	9903	1	2505	0	Biel/Bienne	2583677.351	1220143.377	0	2026-04-25
191928660	0	102916094	112c	10106384	Route de Neuchâtel	Rte de Neuchâtel	Neu	9903	1	2505	0	Biel/Bienne	2583796.652	1220225.366	0	2026-04-25
191928660	0	102916094	112c	10106384	Neuenburgstrasse	Neuenburgstr.	Neu	9901	1	2505	0	Biel/Bienne	2583796.652	1220225.366	0	2026-04-25
191928661	0	102916095	108	10106384	Route de Neuchâtel	Rte de Neuchâtel	Neu	9903	1	2505	0	Biel/Bienne	2583720.047	1220180.8	0	2026-04-25
191928661	0	102916095	108	10106384	Neuenburgstrasse	Neuenburgstr.	Neu	9901	1	2505	0	Biel/Bienne	2583720.047	1220180.8	0	2026-04-25
191928664	0	102916099	30a	10007037	Rue Neuve	R. Neuve	Neu	9903	1	2502	0	Biel/Bienne	2585298.14	1220792.947	0	2026-04-25
191928664	0	102916099	30a	10007037	Neuengasse	Neuengasse	Neu	9901	1	2502	0	Biel/Bienne	2585298.14	1220792.947	0	2026-04-25
191928727	0	102916162	4a	10175994	Chemin du Nord	Ch. du Nord	Nor	9903	1	2502	0	Biel/Bienne	2586066.558	1221990.981	0	2026-04-25
191928727	0	102916162	4a	10175994	Nordweg	Nordweg	Nor	9901	1	2502	0	Biel/Bienne	2586066.558	1221990.981	0	2026-04-25
191928728	0	102916163	6a	10175994	Chemin du Nord	Ch. du Nord	Nor	9903	1	2502	0	Biel/Bienne	2586068.874	1221993.044	0	2026-04-25
191928728	0	102916163	6a	10175994	Nordweg	Nordweg	Nor	9901	1	2502	0	Biel/Bienne	2586068.874	1221993.044	0	2026-04-25
191928729	0	102916165	138b	10089209	Quai du Haut	Quai du Haut	Qua	9903	1	2503	0	Biel/Bienne	2586166.509	1221122.423	0	2026-04-25
191928729	0	102916165	138b	10089209	Oberer Quai	Oberer Quai	Qua	9901	1	2503	0	Biel/Bienne	2586166.509	1221122.423	0	2026-04-25
191928731	0	102916167	7b	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585431.931	1221726.021	1	2026-04-25
191928731	0	102916167	7b	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585431.931	1221726.021	1	2026-04-25
191928881	0	102916318	38c	10089209	Quai du Haut	Quai du Haut	Qua	9903	1	2503	0	Biel/Bienne	2585677.756	1220797.066	0	2026-04-25
191928881	0	102916318	38c	10089209	Oberer Quai	Oberer Quai	Qua	9901	1	2503	0	Biel/Bienne	2585677.756	1220797.066	0	2026-04-25
191928882	0	102916319	38d	10089209	Quai du Haut	Quai du Haut	Qua	9903	1	2503	0	Biel/Bienne	2585692.963	1220799.642	0	2026-04-25
191928882	0	102916319	38d	10089209	Oberer Quai	Oberer Quai	Qua	9901	1	2503	0	Biel/Bienne	2585692.963	1220799.642	0	2026-04-25
191928883	0	102916320	111	10089209	Quai du Haut	Quai du Haut	Qua	9903	1	2502	0	Biel/Bienne	2586145.171	1221203.643	0	2026-04-25
191928883	0	102916320	111	10089209	Oberer Quai	Oberer Quai	Qua	9901	1	2502	0	Biel/Bienne	2586145.171	1221203.643	0	2026-04-25
191928885	0	102916322	10a	10005614	Chemin Ohm	Ch. Ohm	Ohm	9903	1	2503	0	Biel/Bienne	2586632.837	1221234.033	0	2026-04-25
191928885	0	102916322	10a	10005614	Ohm-Weg	Ohm-Weg	Ohm	9901	1	2503	0	Biel/Bienne	2586632.837	1221234.033	0	2026-04-25
191928888	0	102916325	77b	10064089	Orpundstrasse	Orpundstr.	Orp	9901	1	2504	0	Biel/Bienne	2588269.238	1221306.52	0	2026-04-25
191928888	0	102916325	77b	10064089	Route d'Orpond	Rte d'Orpond	Orp	9903	1	2504	0	Biel/Bienne	2588269.238	1221306.52	0	2026-04-25
191928889	0	102916327	6a	10181801	Palmenweg	Palmenweg	Pal	9901	1	2504	0	Biel/Bienne	2587048.025	1222049.257	0	2026-04-25
191928889	0	102916327	6a	10181801	Chemin des Palmiers	Ch. des Palmiers	Pal	9903	1	2504	0	Biel/Bienne	2587048.025	1222049.257	0	2026-04-25
191928890	0	102916328	5a	10007039	Paul-Robert-Weg	Paul-Robert-Weg	Pau	9901	1	2502	0	Biel/Bienne	2586158.866	1222244.9	0	2026-04-25
191928890	0	102916328	5a	10007039	Chemin Paul-Robert	Ch. Paul-Robert	Pau	9903	1	2502	0	Biel/Bienne	2586158.866	1222244.9	0	2026-04-25
191928891	0	102916329	28a	10089492	Paulus-Weg	Paulus-Weg	Pau	9901	1	2503	0	Biel/Bienne	2586118.084	1220152.557	0	2026-04-25
191928891	0	102916329	28a	10089492	Chemin Saint-Paul	Ch. St-Paul	Pau	9903	1	2503	0	Biel/Bienne	2586118.084	1220152.557	0	2026-04-25
191928893	0	102916331	6b	10181788	Chemin du Pavillon	Ch. du Pavillon	Pav	9903	1	2502	0	Biel/Bienne	2584566.018	1220754.233	0	2026-04-25
191928893	0	102916331	6b	10181788	Pavillonweg	Pavillonweg	Pav	9901	1	2502	0	Biel/Bienne	2584566.018	1220754.233	0	2026-04-25
191928894	0	102916332	2t	10181788	Pavillonweg	Pavillonweg	Pav	9901	1	2502	0	Biel/Bienne	2584317.577	1220575.017	0	2026-04-25
191928894	0	102916332	2t	10181788	Chemin du Pavillon	Ch. du Pavillon	Pav	9903	1	2502	0	Biel/Bienne	2584317.577	1220575.017	0	2026-04-25
191928896	0	102916334	20d	10005615	Rue de la Poste	R. de la Poste	Pos	9903	1	2504	0	Biel/Bienne	2587417.909	1221650.592	0	2026-04-25
191928896	0	102916334	20d	10005615	Poststrasse	Poststr.	Pos	9901	1	2504	0	Biel/Bienne	2587417.909	1221650.592	0	2026-04-25
191928901	0	102916339	46a	10005615	Poststrasse	Poststr.	Pos	9901	1	2504	0	Biel/Bienne	2587653.25	1221849.888	0	2026-04-25
191928901	0	102916339	46a	10005615	Rue de la Poste	R. de la Poste	Pos	9903	1	2504	0	Biel/Bienne	2587653.25	1221849.888	0	2026-04-25
191928902	0	102916340	17c	10005615	Rue de la Poste	R. de la Poste	Pos	9903	1	2504	0	Biel/Bienne	2587372.34	1221689.713	0	2026-04-25
191928902	0	102916340	17c	10005615	Poststrasse	Poststr.	Pos	9901	1	2504	0	Biel/Bienne	2587372.34	1221689.713	0	2026-04-25
191928903	0	102916341	17d	10005615	Rue de la Poste	R. de la Poste	Pos	9903	1	2504	0	Biel/Bienne	2587393.174	1221731.107	0	2026-04-25
191928903	0	102916341	17d	10005615	Poststrasse	Poststr.	Pos	9901	1	2504	0	Biel/Bienne	2587393.174	1221731.107	0	2026-04-25
191928983	0	102916421	9b	10106369	Chemin de la Prévôté	Ch. de la Prévôté	Pré	9903	1	2504	0	Biel/Bienne	2586948.569	1221944.192	0	2026-04-25
191928983	0	102916421	9b	10106369	Propsteiweg	Propsteiweg	Pro	9901	1	2504	0	Biel/Bienne	2586948.569	1221944.192	0	2026-04-25
191929175	0	102916683	17a	10005181	Rue du Crêt	R. du Crêt	Crê	9903	1	2503	0	Biel/Bienne	2586163.991	1220365.646	0	2026-04-25
191929175	0	102916683	17a	10005181	Rainstrasse	Rainstr.	Rai	9901	1	2503	0	Biel/Bienne	2586163.991	1220365.646	0	2026-04-25
191929264	0	102916772	43a	10005181	Rue du Crêt	R. du Crêt	Crê	9903	1	2503	0	Biel/Bienne	2586222.112	1220275.308	0	2026-04-25
191929264	0	102916772	43a	10005181	Rainstrasse	Rainstr.	Rai	9901	1	2503	0	Biel/Bienne	2586222.112	1220275.308	0	2026-04-25
191929265	0	102916773	23a	10007040	Chemin Redern	Ch. Redern	Red	9903	1	2502	0	Biel/Bienne	2586554.457	1222260.742	0	2026-04-25
191929265	0	102916773	23a	10007040	Redernweg	Redernweg	Red	9901	1	2502	0	Biel/Bienne	2586554.457	1222260.742	0	2026-04-25
191929267	0	102916775	57b	10181776	Chemin de la Course	Ch. de la Course	Cou	9903	1	2504	0	Biel/Bienne	2587159.713	1221573.892	0	2026-04-25
191929267	0	102916775	57b	10181776	Rennweg	Rennweg	Ren	9901	1	2504	0	Biel/Bienne	2587159.713	1221573.892	0	2026-04-25
191929268	0	102916776	64	10181776	Chemin de la Course	Ch. de la Course	Cou	9903	1	2504	0	Biel/Bienne	2587120.703	1221477.327	0	2026-04-25
191929268	0	102916776	64	10181776	Rennweg	Rennweg	Ren	9901	1	2504	0	Biel/Bienne	2587120.703	1221477.327	0	2026-04-25
191929269	0	102916777	43a	10181776	Chemin de la Course	Ch. de la Course	Cou	9903	1	2504	0	Biel/Bienne	2587069.297	1221551.081	0	2026-04-25
