EGID	EDID	EGAID	DEINR	ESID	STRNAME	STRNAMK	STRINDX	STRSP	STROFFIZIEL	DPLZ4	DPLZZ	DPLZNAME	DKODE	DKODN	DOFFADR	DEXPDAT
1756196	0	101945330	118	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586194.361	1221448.701	1	2026-04-25
1756196	0	101945330	118	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586194.361	1221448.701	1	2026-04-25
1756197	0	100936558	120	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586206.202	1221456.647	1	2026-04-25
1756197	0	100936558	120	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586206.202	1221456.647	1	2026-04-25
1756198	0	100936559	122	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586218.395	1221464.081	1	2026-04-25
1756198	0	100936559	122	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586218.395	1221464.081	1	2026-04-25
1756199	0	100936560	124	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586229.998	1221472.578	1	2026-04-25
1756199	0	100936560	124	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586229.998	1221472.578	1	2026-04-25
1756200	0	101935859	131	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586202.042	1221480.026	1	2026-04-25
1756200	0	101935859	131	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586202.042	1221480.026	1	2026-04-25
1756201	0	101967428	133	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586208.452	1221484.308	1	2026-04-25
1756201	0	101967428	133	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586208.452	1221484.308	1	2026-04-25
1756202	0	101444434	119	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne			0	2026-04-25
1756202	0	101444434	119	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne			0	2026-04-25
1756203	0	100936561	135	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586210.114	1221485.418	1	2026-04-25
1756203	0	100936561	135	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586210.114	1221485.418	1	2026-04-25
1756204	0	100936562	136	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586237.651	1221477.715	1	2026-04-25
1756204	0	100936562	136	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586237.651	1221477.715	1	2026-04-25
1756205	0	100936563	137	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586216.462	1221489.669	1	2026-04-25
1756205	0	100936563	137	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586216.462	1221489.669	1	2026-04-25
1756206	0	101967429	138	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586251.471	1221486.969	1	2026-04-25
1756206	0	101967429	138	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586251.471	1221486.969	1	2026-04-25
1756207	0	101941029	139	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586222.756	1221493.908	1	2026-04-25
1756207	0	101941029	139	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586222.756	1221493.908	1	2026-04-25
1756208	0	101947023	140	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586304.709	1221521.664	1	2026-04-25
1756208	0	101947023	140	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586304.709	1221521.664	1	2026-04-25
1756209	0	100936564	142	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586307.745	1221524.528	1	2026-04-25
1756209	0	100936564	142	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586307.745	1221524.528	1	2026-04-25
1756210	0	100936565	141	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586233.194	1221500.896	1	2026-04-25
1756210	0	100936565	141	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586233.194	1221500.896	1	2026-04-25
1756211	0	101972065	144	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586323.152	1221534.882	1	2026-04-25
1756211	0	101972065	144	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586323.152	1221534.882	1	2026-04-25
1756212	0	100936566	146	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586324.813	1221535.994	1	2026-04-25
1756212	0	100936566	146	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586324.813	1221535.994	1	2026-04-25
1756213	0	100936567	147	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586276.622	1221534.438	1	2026-04-25
1756213	0	100936567	147	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586276.622	1221534.438	1	2026-04-25
1756214	0	100936568	148	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586339.81	1221546.035	1	2026-04-25
1756214	0	100936568	148	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586339.81	1221546.035	1	2026-04-25
1756215	0	100936569	149	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586289.382	1221538.023	1	2026-04-25
1756215	0	100936569	149	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586289.382	1221538.023	1	2026-04-25
1756216	0	100936570	150	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586341.471	1221547.148	1	2026-04-25
1756216	0	100936570	150	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586341.471	1221547.148	1	2026-04-25
1756217	0	100936571	151	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586290.213	1221538.579	1	2026-04-25
1756217	0	100936571	151	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586290.213	1221538.579	1	2026-04-25
1756218	0	100936572	152	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586356.872	1221557.447	1	2026-04-25
1756218	0	100936572	152	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586356.872	1221557.447	1	2026-04-25
1756219	0	100936573	153	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586304.896	1221548.418	1	2026-04-25
1756219	0	100936573	153	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586304.896	1221548.418	1	2026-04-25
1756220	0	100936574	154	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586358.534	1221558.559	1	2026-04-25
1756220	0	100936574	154	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586358.534	1221558.559	1	2026-04-25
1756221	0	101971421	155	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586318.887	1221557.781	1	2026-04-25
1756221	0	101971421	155	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586318.887	1221557.781	1	2026-04-25
1756222	0	100936575	156	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586373.912	1221568.867	1	2026-04-25
1756222	0	100936575	156	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586373.912	1221568.867	1	2026-04-25
1756223	0	100936576	143	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586227.29	1221514.53	1	2026-04-25
1756223	0	100936576	143	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586227.29	1221514.53	1	2026-04-25
1756224	0	101952509	158	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586375.576	1221569.974	1	2026-04-25
1756224	0	101952509	158	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586375.576	1221569.974	1	2026-04-25
1756225	0	100936577	160	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586390.962	1221580.268	1	2026-04-25
1756225	0	100936577	160	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586390.962	1221580.268	1	2026-04-25
1756226	0	100936578	162	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586392.622	1221581.383	1	2026-04-25
1756226	0	100936578	162	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586392.622	1221581.383	1	2026-04-25
1756227	0	101972345	164	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586408.001	1221591.682	1	2026-04-25
1756227	0	101972345	164	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586408.001	1221591.682	1	2026-04-25
1756228	0	101972346	166	10089202	Rue du Général-Dufour	R. du Général-Dufour	Gén	9903	1	2502	0	Biel/Bienne	2586416.002	1221597.028	1	2026-04-25
1756228	0	101972346	166	10089202	General-Dufour-Strasse	General-Dufour-Str.	Duf	9901	1	2502	0	Biel/Bienne	2586416.002	1221597.028	1	2026-04-25
1756229	0	100936579	6	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586255.2	1221830.52	0	2026-04-25
1756229	0	100936579	6	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586255.2	1221830.52	0	2026-04-25
1756230	0	100936580	23	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586336.86	1221761.228	1	2026-04-25
1756230	0	100936580	23	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586336.86	1221761.228	1	2026-04-25
1756231	0	101973053	24	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586318.372	1221739.927	1	2026-04-25
1756231	0	101973053	24	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586318.372	1221739.927	1	2026-04-25
1756232	0	100936581	25	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586341.177	1221755.496	1	2026-04-25
1756232	0	100936581	25	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586341.177	1221755.496	1	2026-04-25
1756233	0	100936582	27	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586355.421	1221765.069	1	2026-04-25
1756233	0	100936582	27	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586355.421	1221765.069	1	2026-04-25
1756234	0	100936583	28	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586339.114	1221705.422	1	2026-04-25
1756234	0	100936583	28	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586339.114	1221705.422	1	2026-04-25
1756235	0	100936584	29	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586369.715	1221775.447	1	2026-04-25
1756235	0	100936584	29	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586369.715	1221775.447	1	2026-04-25
1756236	0	100936585	31	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586385.038	1221786.031	1	2026-04-25
1756236	0	100936585	31	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586385.038	1221786.031	1	2026-04-25
1756237	0	100936586	33	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586380.715	1221790.348	1	2026-04-25
1756237	0	100936586	33	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586380.715	1221790.348	1	2026-04-25
1756238	0	101949635	21	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586315.397	1221785.867	1	2026-04-25
1756238	0	101949635	21	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586315.397	1221785.867	1	2026-04-25
1756239	0	100936587	35	10105285	Falkenstrasse	Falkenstr.	Fal	9901	1	2502	0	Biel/Bienne	2586389.683	1221720.002	1	2026-04-25
1756239	0	100936587	35	10105285	Rue du Faucon	R. du Faucon	Fau	9903	1	2502	0	Biel/Bienne	2586389.683	1221720.002	1	2026-04-25
1756240	0	100936588	2	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586118.716	1221640.493	1	2026-04-25
1756240	0	100936588	2	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586118.716	1221640.493	1	2026-04-25
1756240	1	101545941	22	10006748	Rue de la Gurzelen	R. de la Gurzelen	Gur	9903	1	2502	0	Biel/Bienne	2586127.21	1221647.52	1	2026-04-25
1756240	1	101545941	22	10006748	Gurzelenstrasse	Gurzelenstr.	Gur	9901	1	2502	0	Biel/Bienne	2586127.21	1221647.52	1	2026-04-25
1756241	0	100936589	4	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586178.756	1221673.035	1	2026-04-25
1756241	0	100936589	4	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586178.756	1221673.035	1	2026-04-25
1756242	0	100936590	5	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586187.479	1221730.136	1	2026-04-25
1756242	0	100936590	5	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586187.479	1221730.136	1	2026-04-25
1756243	0	100936591	6	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586180.304	1221697.974	1	2026-04-25
1756243	0	100936591	6	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586180.304	1221697.974	1	2026-04-25
1756244	0	100936592	6a	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586207.458	1221711.128	1	2026-04-25
1756244	0	100936592	6a	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586207.458	1221711.128	1	2026-04-25
1756245	0	100936593	7	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586176.168	1221746.3	1	2026-04-25
1756245	0	100936593	7	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586176.168	1221746.3	1	2026-04-25
1756246	0	100936594	8	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586229.95	1221728.627	1	2026-04-25
1756246	0	100936594	8	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586229.95	1221728.627	1	2026-04-25
1756247	0	100936595	11	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586218.439	1221751.135	1	2026-04-25
1756247	0	100936595	11	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586218.439	1221751.135	1	2026-04-25
1756248	0	100936596	13	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586207.328	1221767.375	1	2026-04-25
1756248	0	100936596	13	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586207.328	1221767.375	1	2026-04-25
1756249	0	100940537	14	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586246.362	1221742.107	1	2026-04-25
1756249	0	100940537	14	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586246.362	1221742.107	1	2026-04-25
1756250	0	101937823	19	10117895	Feldeckstrasse	Feldeckstr.	Fel	9901	1	2502	0	Biel/Bienne	2586242.15	1221796.32	0	2026-04-25
1756250	0	101937823	19	10117895	Rue Feldeck	R. Feldeck	Fel	9903	1	2502	0	Biel/Bienne	2586242.15	1221796.32	0	2026-04-25
1756251	0	102212760	2	10045151	Fontenalstrasse	Fontenalstr.	Fon	9901	1	2502	0	Biel/Bienne	2586503.616	1221938.886	1	2026-04-25
1756251	0	102212760	2	10045151	Rue Fontenal	R. Fontenal	Fon	9903	1	2502	0	Biel/Bienne	2586503.616	1221938.886	1	2026-04-25
1756252	0	100940538	4	10045151	Rue Fontenal	R. Fontenal	Fon	9903	1	2502	0	Biel/Bienne	2586532.024	1221961.303	1	2026-04-25
1756252	0	100940538	4	10045151	Fontenalstrasse	Fontenalstr.	Fon	9901	1	2502	0	Biel/Bienne	2586532.024	1221961.303	1	2026-04-25
1756253	0	100940539	6	10045151	Rue Fontenal	R. Fontenal	Fon	9903	1	2502	0	Biel/Bienne	2586563.437	1221986.074	1	2026-04-25
1756253	0	100940539	6	10045151	Fontenalstrasse	Fontenalstr.	Fon	9901	1	2502	0	Biel/Bienne	2586563.437	1221986.074	1	2026-04-25
1756254	0	101967430	8	10045151	Rue Fontenal	R. Fontenal	Fon	9903	1	2502	0	Biel/Bienne	2586575.707	1221995.719	1	2026-04-25
1756254	0	101967430	8	10045151	Fontenalstrasse	Fontenalstr.	Fon	9901	1	2502	0	Biel/Bienne	2586575.707	1221995.719	1	2026-04-25
1756255	0	100940540	10	10045151	Rue Fontenal	R. Fontenal	Fon	9903	1	2502	0	Biel/Bienne	2586590.575	1222007.387	1	2026-04-25
1756255	0	100940540	10	10045151	Fontenalstrasse	Fontenalstr.	Fon	9901	1	2502	0	Biel/Bienne	2586590.575	1222007.387	1	2026-04-25
1756256	0	100940541	9	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586561.432	1221851.403	1	2026-04-25
1756256	0	100940541	9	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586561.432	1221851.403	1	2026-04-25
1756257	0	100940542	10	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586582.021	1221826.205	1	2026-04-25
1756257	0	100940542	10	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586582.021	1221826.205	1	2026-04-25
1756258	0	100940543	11	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586566.467	1221855.54	1	2026-04-25
1756258	0	100940543	11	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586566.467	1221855.54	1	2026-04-25
1756259	0	100940544	12	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586587.115	1221830.398	1	2026-04-25
1756259	0	100940544	12	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586587.115	1221830.398	1	2026-04-25
1756260	0	101936179	13	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586571.413	1221859.603	1	2026-04-25
1756260	0	101936179	13	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586571.413	1221859.603	1	2026-04-25
1756261	0	100940545	14	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586592.134	1221834.53	1	2026-04-25
1756261	0	100940545	14	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586592.134	1221834.53	1	2026-04-25
1756262	0	100940546	15	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586576.452	1221863.743	1	2026-04-25
1756262	0	100940546	15	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586576.452	1221863.743	1	2026-04-25
1756263	0	101952510	16	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586597.282	1221838.767	1	2026-04-25
1756263	0	101952510	16	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586597.282	1221838.767	1	2026-04-25
1756264	0	100940549	17	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586589.557	1221874.55	1	2026-04-25
1756264	0	100940549	17	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586589.557	1221874.55	1	2026-04-25
1756265	0	100945892	18	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586610.149	1221849.35	1	2026-04-25
1756265	0	100945892	18	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586610.149	1221849.35	1	2026-04-25
1756266	0	102208056	19	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586594.612	1221878.719	1	2026-04-25
1756266	0	102208056	19	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586594.612	1221878.719	1	2026-04-25
1756267	0	100945893	20	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586615.26	1221853.567	1	2026-04-25
1756267	0	100945893	20	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586615.26	1221853.567	1	2026-04-25
1756268	0	101947881	21	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586599.575	1221882.812	1	2026-04-25
1756268	0	101947881	21	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586599.575	1221882.812	1	2026-04-25
1756269	0	100945894	22	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586620.3	1221857.724	1	2026-04-25
1756269	0	100945894	22	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586620.3	1221857.724	1	2026-04-25
1756270	0	101936390	23	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586604.59	1221886.948	1	2026-04-25
1756270	0	101936390	23	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586604.59	1221886.948	1	2026-04-25
1756271	0	100945897	24	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586625.422	1221861.95	1	2026-04-25
1756271	0	100945897	24	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586625.422	1221861.95	1	2026-04-25
1756272	0	101972350	25	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586622.643	1221905.04	1	2026-04-25
1756272	0	101972350	25	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586622.643	1221905.04	1	2026-04-25
1756273	0	100945898	26	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586642.512	1221876.079	1	2026-04-25
1756273	0	100945898	26	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586642.512	1221876.079	1	2026-04-25
1756274	0	100945899	27	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586624.193	1221906.313	1	2026-04-25
1756274	0	100945899	27	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586624.193	1221906.313	1	2026-04-25
1756275	0	101947882	28	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586648.709	1221881.2	1	2026-04-25
1756275	0	101947882	28	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586648.709	1221881.2	1	2026-04-25
1756276	0	102083575	29	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586643.5	1221922.194	1	2026-04-25
1756276	0	102083575	29	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586643.5	1221922.194	1	2026-04-25
1756277	0	100945900	30	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586667.392	1221895.769	1	2026-04-25
1756277	0	100945900	30	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586667.392	1221895.769	1	2026-04-25
1756278	0	100945901	31	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586645.054	1221923.458	1	2026-04-25
1756278	0	100945901	31	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586645.054	1221923.458	1	2026-04-25
1756280	0	101971422	33	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586658.969	1221934.91	1	2026-04-25
1756280	0	101971422	33	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586658.969	1221934.91	1	2026-04-25
1756281	0	100955190	34	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586696.803	1221919.978	1	2026-04-25
1756281	0	100955190	34	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586696.803	1221919.978	1	2026-04-25
1756282	0	100955191	35	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586660.515	1221936.18	1	2026-04-25
1756282	0	100955191	35	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586660.515	1221936.18	1	2026-04-25
1756283	0	100955192	36	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586698.346	1221921.246	1	2026-04-25
1756283	0	100955192	36	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586698.346	1221921.246	1	2026-04-25
1756284	0	100955193	37	10089203	Im Grund	Im Grund	Gru	9903	1	2502	0	Biel/Bienne	2586674.451	1221947.642	1	2026-04-25
1756284	0	100955193	37	10089203	Im Grund	Im Grund	Gru	9901	1	2502	0	Biel/Bienne	2586674.451	1221947.642	1	2026-04-25
